player,player_id,team,team_id,data_country,data_season,minutesPlayed,appearances,matchesStarted,rating,goals,assists,goalsAssistsSum,expectedGoals,expectedAssists,accurateChippedPasses,accurateCrosses,accurateCrossesPercentage,accurateFinalThirdPasses,accurateLongBalls,accurateLongBallsPercentage,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePasses,accuratePassesPercentage,aerialDuelsWon,aerialDuelsWonPercentage,aerialLost,attemptPenaltyMiss,attemptPenaltyPost,attemptPenaltyTarget,ballRecovery,bigChancesCreated,bigChancesMissed,blockedShots,cleanSheet,clearances,countRating,crossesNotClaimed,directRedCards,dispossessed,download_date,dribbledPast,duelLost,errorLeadToGoal,errorLeadToShot,fouls,freeKickGoal,goalConversionPercentage,goalKicks,goalsConceded,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,goalsFromInsideTheBox,goalsFromOutsideTheBox,goalsPrevented,groundDuelsWon,groundDuelsWonPercentage,headedGoals,highClaims,hitWoodwork,inaccuratePasses,interceptions,keyPasses,leftFootGoals,offsides,outfielderBlocks,ownGoals,passToAssist,penaltiesTaken,penaltyConceded,penaltyConversion,penaltyFaced,penaltyGoals,penaltySave,penaltyWon,possessionLost,possessionWonAttThird,punches,redCards,rightFootGoals,runsOut,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,saves,savesCaught,savesParried,scoringFrequency,setPieceConversion,shotFromSetPiece,shotsFromInsideTheBox,shotsFromOutsideTheBox,shotsOffTarget,shotsOnTarget,successfulDribbles,successfulDribblesPercentage,successfulRunsOut,tackles,tacklesWon,tacklesWonPercentage,totalAttemptAssist,totalChippedPasses,totalContest,totalCross,totalDuelsWon,totalDuelsWonPercentage,totalLongBalls,totalOppositionHalfPasses,totalOwnHalfPasses,totalPasses,totalRating,totalShots,totwAppearances,touches,wasFouled,yellowCards,yellowRedCards
Ethan Nwaneri,1401702,Arsenal,42,england,2526,175,6,0,6.74,0,0,0,0.23,0.08,3,0,0.0,26,5,55.56,42,37,79,90.8,1,25.0,3,0,0,0,10,0,0,2,0,1,5,0,0,2,20260326,3,14,0,0,2,0,0.0,0,0,0,0,0,0,,4,26.67,0,0,0,8,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,20,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0,4,2,4,0,3,37.5,0,1,0,0.0,1,5,8,2,5,26.32,9,48,39,87,33.7,6,0,121,0,0,0
Oleksandr Zinchenko,287643,Nottingham Forest,14,england,2526,353,5,4,6.74,0,0,0,0.08,0.36,10,1,5.56,80,8,53.33,149,82,231,90.59,4,40.0,6,0,0,0,17,1,0,2,0,11,5,0,0,1,20260326,9,18,0,0,1,0,0.0,0,6,5,1,0,0,,12,50.0,0,0,0,24,2,5,0,1,1,0,0,0,0,0.0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0,4,0,2,1,50.0,0,10,6,60.0,5,17,2,18,16,47.06,15,167,88,255,33.7,4,0,359,2,0,0
Omari Hutchinson,1090963,Nottingham Forest,14,england,2526,1290,24,12,6.74,1,3,4,1.79,3.08,18,23,20.0,154,9,42.86,241,100,341,83.17,3,12.0,22,0,0,0,69,6,2,7,3,6,23,0,0,19,20260326,15,102,1,1,17,0,4.35,0,17,15,2,1,0,,69,46.31,0,0,0,69,7,26,1,6,0,0,0,0,0,0.0,0,0,0,1,248,11,0,0,0,0,0,0,0,0,0,1290.0,0.0,0,15,8,6,10,33,52.38,0,18,10,55.56,26,29,63,115,72,41.38,21,293,117,410,155.0,23,0,789,19,0,0
Ollie Watkins,555386,Aston Villa,40,england,2526,2305,30,27,6.74,9,1,10,10.33,1.16,3,2,33.33,134,3,50.0,203,81,284,72.08,33,38.37,53,0,0,0,42,1,15,19,3,12,30,0,0,34,20260326,3,143,0,0,28,0,14.52,0,30,26,4,8,1,,68,43.04,2,0,2,110,6,16,2,18,0,0,0,0,0,0.0,0,0,0,0,236,13,0,0,5,0,0,0,0,0,0,256.11,0.0,0,53,9,16,27,21,43.75,0,19,12,63.16,16,7,48,6,101,41.39,6,288,106,394,202.1,62,2,734,28,3,0
Alexis Mac Allister,895324,Liverpool,44,england,2526,2184,30,26,6.74,2,2,4,3.28,1.32,24,9,47.37,309,39,50.65,659,348,1007,86.36,14,42.42,19,0,0,0,92,2,2,18,6,29,30,0,0,25,20260326,33,112,0,1,23,0,4.55,0,31,25,6,2,0,,79,45.93,0,0,2,159,19,25,0,0,8,0,0,0,0,0.0,0,0,0,0,245,10,0,0,2,0,0,0,0,0,0,1092.0,0.0,0,28,16,15,11,9,37.5,0,43,20,46.51,25,62,24,19,93,45.37,77,777,389,1166,202.1,44,0,1528,27,5,0
Raúl Jiménez,192442,Fulham,43,england,2526,1993,30,25,6.73,9,3,12,10.96,0.9,10,1,20.0,101,15,65.22,183,126,309,64.51,77,40.96,111,0,0,0,49,2,9,18,2,28,30,0,0,25,20260326,15,197,1,0,41,0,14.06,0,25,23,2,9,0,,70,44.87,4,0,2,170,8,22,0,18,2,0,0,4,0,100.0,0,4,0,2,272,7,0,0,5,0,0,0,0,0,0,221.44,0.0,4,53,11,28,18,10,40.0,0,32,18,56.25,22,16,25,5,147,42.73,23,310,169,479,202.0,64,1,843,29,5,0
Marc Cucurella,794939,Chelsea,38,england,2526,2080,27,24,6.73,1,3,4,1.72,2.95,22,9,34.62,272,39,50.0,538,541,1079,88.01,34,53.13,30,0,0,0,90,5,0,6,9,78,27,0,1,6,20260326,16,88,0,1,35,0,6.25,0,23,21,2,1,0,,64,52.46,1,0,0,147,23,31,0,1,6,0,0,0,0,0.0,0,0,0,0,207,3,0,1,0,0,0,0,0,0,0,2080.0,0.0,0,12,4,6,4,1,33.33,0,44,32,72.73,31,45,3,26,98,52.69,78,636,590,1226,181.8,16,2,1678,20,5,0
Lorenzo Lucca,962364,Nottingham Forest,14,england,2526,120,3,1,6.73,1,0,1,0.72,0.01,0,0,0.0,2,0,0.0,4,2,6,46.15,4,50.0,4,0,0,0,1,0,1,0,0,3,3,0,0,2,20260326,0,7,0,0,1,0,33.33,0,1,1,0,1,0,,2,40.0,1,0,0,7,1,1,0,1,0,0,0,0,0,0.0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,120.0,0.0,0,3,0,2,1,0,0.0,0,0,0,0.0,1,1,0,0,6,46.15,0,10,3,13,20.2,3,0,29,2,0,0
Rico Lewis,1136731,Manchester City,17,england,2526,333,10,3,6.73,0,1,1,0.11,1.31,8,0,0.0,62,8,61.54,114,89,203,86.75,1,50.0,1,0,0,0,10,2,0,0,0,6,9,0,0,5,20260326,3,15,0,0,4,0,0.0,0,5,5,0,0,0,,14,50.0,0,0,0,31,7,6,0,0,1,0,0,0,0,0.0,0,0,0,0,46,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1,1,2,0,2,50.0,0,5,3,60.0,6,13,4,2,15,50.0,13,142,92,234,60.6,2,0,319,7,1,0
Matz Sels,78152,Nottingham Forest,14,england,2526,2037,24,23,6.73,0,0,0,,0.09,25,0,0.0,32,122,31.44,97,243,340,55.74,5,83.33,1,0,0,0,157,0,0,0,6,22,24,0,0,0,20260326,1,2,2,1,0,0,0.0,157,31,24,7,0,0,-0.83,5,83.33,0,12,0,270,0,1,0,0,0,0,0,0,0,0.0,4,0,0,0,273,0,11,0,0,12,44,23,67,1,16,0.0,0.0,0,0,0,0,0,0,0.0,12,1,1,100.0,1,65,0,0,10,83.33,388,321,289,610,161.6,0,1,802,4,2,0
Joe Rodon,828640,Leeds United,34,england,2526,2547,29,29,6.73,2,0,2,1.21,0.41,19,2,40.0,113,36,43.9,369,793,1162,88.43,78,53.42,68,0,0,0,73,1,1,4,5,165,29,0,0,4,20260326,8,90,1,2,12,0,13.33,0,46,41,5,2,0,,48,68.57,2,0,1,152,27,5,0,1,18,0,0,0,0,0.0,0,0,0,0,193,1,0,0,0,0,0,0,0,0,0,1273.5,0.0,0,15,0,7,4,1,100.0,0,32,17,53.13,5,45,1,5,126,58.33,82,470,844,1314,195.2,15,0,1705,17,1,0
Tyrone Mings,303638,Aston Villa,40,england,2526,963,13,11,6.73,0,0,0,1.07,0.38,14,0,0.0,65,28,42.42,206,363,569,89.32,31,57.41,23,0,0,0,29,1,1,4,3,62,13,0,0,2,20260326,1,33,0,0,5,0,0.0,31,15,14,1,0,0,,9,47.37,0,0,0,68,8,5,0,0,7,0,0,0,0,0.0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,7,0,3,0,2,50.0,0,4,2,50.0,5,37,4,3,40,54.79,66,253,384,637,87.5,7,0,770,5,0,0
Mathys Tel,1048888,Tottenham Hotspur,33,england,2526,914,24,9,6.73,3,0,3,2.0,1.31,8,16,25.81,69,11,55.0,110,59,169,75.45,11,27.5,29,0,0,0,51,1,3,7,0,7,23,0,0,24,20260326,7,95,1,0,12,0,11.11,0,19,16,3,3,0,,63,48.84,0,0,1,55,2,20,0,2,1,0,0,0,0,0.0,0,0,0,0,189,7,0,0,3,0,0,0,0,0,0,304.67,0.0,0,18,9,13,7,30,55.56,0,16,9,56.25,20,15,54,62,74,43.79,20,156,68,224,154.8,27,0,508,17,0,0
Tom Cairney,82566,Fulham,43,england,2526,592,20,4,6.73,1,0,1,0.94,0.37,18,2,33.33,107,18,75.0,222,226,448,92.75,8,72.73,3,0,0,0,33,0,0,5,0,5,20,0,0,2,20260326,7,24,0,0,8,0,8.33,0,9,8,1,0,1,,15,41.67,0,0,0,35,2,5,1,0,1,0,0,0,0,0.0,0,0,0,0,55,2,0,0,0,0,0,0,0,0,0,592.0,0.0,0,6,6,6,1,2,33.33,0,4,3,75.0,5,27,6,6,23,48.94,24,248,235,483,134.6,12,0,552,9,3,0
Brenden Aaronson,973431,Leeds United,34,england,2526,1995,30,24,6.73,4,3,7,4.14,3.01,5,9,26.47,147,6,27.27,268,161,429,79.44,19,31.15,42,0,0,0,107,8,4,15,1,11,30,0,0,60,20260326,31,192,0,0,17,0,9.76,0,27,23,4,3,1,,110,42.31,0,0,2,111,11,26,1,5,3,0,0,0,1,0.0,0,0,0,0,316,11,0,0,3,0,0,0,0,0,0,498.75,0.0,0,25,16,11,15,22,32.84,0,45,21,46.67,26,14,67,34,129,40.19,22,352,188,540,201.8,41,1,1051,43,1,0
Jadon Sancho,851100,Aston Villa,40,england,2526,771,19,8,6.73,0,2,2,0.6,1.89,4,3,14.29,154,1,50.0,216,69,285,85.07,3,42.86,4,0,0,0,21,3,1,6,0,9,19,0,0,9,20260326,7,35,0,1,3,0,0.0,0,5,5,0,0,0,,21,40.38,0,0,0,50,2,21,0,2,0,0,0,0,0,0.0,0,0,0,0,109,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,8,2,1,3,13,52.0,0,6,3,50.0,21,8,25,21,24,40.68,2,258,77,335,127.8,10,0,468,2,0,0
Ethan Pinnock,855864,Brentford,50,england,2526,321,4,4,6.73,0,0,0,0.01,0.06,6,0,0.0,9,9,50.0,23,87,110,82.71,13,56.52,10,0,0,0,11,0,0,0,1,27,4,0,0,1,20260326,3,14,0,0,0,0,0.0,1,5,5,0,0,0,,7,63.64,0,0,0,23,5,0,0,0,5,1,0,0,0,0.0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1,0,0,1,1,100.0,0,5,4,80.0,0,14,1,0,20,58.82,18,40,93,133,26.9,1,0,196,2,1,0
Benjamin Šeško,986397,Manchester United,35,england,2526,1332,26,13,6.72,9,1,10,7.17,0.23,5,0,0.0,51,4,80.0,111,67,178,69.26,54,50.47,53,0,0,0,30,0,11,8,1,14,26,0,0,24,20260326,2,109,0,0,15,0,16.98,0,26,23,3,9,0,,15,21.13,1,0,3,79,3,8,1,5,2,0,0,0,0,0.0,0,0,0,0,158,4,0,0,7,0,0,0,0,0,0,148.0,0.0,0,48,5,17,28,6,25.0,0,5,3,60.0,8,9,24,2,69,38.76,5,176,81,257,174.8,53,1,470,4,2,0
Rodrigo Bentancur,791190,Tottenham Hotspur,33,england,2526,1415,20,17,6.72,1,1,2,0.47,0.68,9,1,14.29,121,15,44.12,294,331,625,84.57,25,40.98,36,0,0,0,100,1,0,3,4,40,20,0,0,5,20260326,7,72,0,1,15,0,11.11,0,21,17,4,1,0,,53,59.55,0,0,0,114,22,9,0,1,6,0,0,0,1,0.0,0,0,0,0,151,5,0,0,1,0,0,0,0,0,0,1415.0,0.0,0,4,5,4,2,13,59.09,0,37,22,59.46,9,22,22,7,78,52.0,34,368,371,739,134.4,9,0,966,3,5,0
Hannibal Mejbri,1009386,Burnley,6,england,2526,1012,23,12,6.72,1,3,4,0.55,1.32,12,9,34.62,129,15,41.67,214,91,305,77.22,5,17.24,24,0,0,0,56,4,0,6,1,5,21,0,0,27,20260326,12,86,0,2,17,0,7.14,0,22,22,0,1,0,,78,55.71,0,0,0,90,8,14,0,3,2,0,0,0,1,0.0,0,0,0,0,182,7,0,0,1,0,0,0,0,0,0,1012.0,0.0,1,4,10,4,4,16,59.26,0,25,13,52.0,14,30,27,26,83,49.11,36,281,114,395,141.1,14,1,653,37,7,0
Marcus Tavernier,895576,Bournemouth,60,england,2526,2126,27,24,6.72,5,4,9,7.18,3.22,16,13,15.12,334,25,39.68,524,207,731,83.16,20,40.0,30,0,0,0,115,5,7,16,4,34,27,0,0,33,20260326,14,142,0,0,25,1,8.62,0,39,33,6,3,2,,86,43.43,0,0,4,148,14,38,5,4,4,0,1,2,0,100.0,0,2,0,0,363,18,0,0,0,0,0,0,0,0,0,425.2,16.67,6,25,33,23,19,25,37.31,0,32,18,56.25,37,37,67,86,106,42.74,63,643,236,879,181.4,58,0,1396,29,4,0
Danny Welbeck,33902,Brighton & Hove Albion,30,england,2526,1826,30,20,6.72,12,0,12,10.36,1.29,7,0,0.0,124,5,55.56,191,132,323,79.17,17,36.17,30,0,1,1,41,3,8,7,1,21,30,0,0,17,20260326,12,92,1,1,23,1,27.91,0,22,17,5,10,2,,36,36.73,2,0,1,85,8,18,3,4,0,0,0,3,0,33.33,0,1,0,0,163,10,0,0,7,0,0,0,0,0,0,152.17,50.0,2,33,10,16,20,8,40.0,0,20,11,55.0,18,10,20,2,53,36.55,9,264,144,408,201.5,43,1,642,8,5,0
Lesley Ugochukwu,1048916,Burnley,6,england,2526,1991,30,22,6.72,3,1,4,2.25,0.29,10,1,16.67,139,22,55.0,314,243,557,82.89,22,44.9,27,0,0,0,86,0,1,8,1,20,30,0,0,27,20260326,16,108,1,0,25,0,15.0,0,43,40,3,3,0,,81,50.0,2,0,0,115,16,8,1,1,18,0,0,0,1,0.0,0,0,0,0,186,5,0,1,0,0,0,0,0,0,0,663.67,0.0,0,13,7,5,7,10,38.46,0,46,24,52.17,8,21,26,6,103,48.82,40,398,274,672,201.5,20,0,983,26,1,1
Victor Lindelöf,143334,Aston Villa,40,england,2526,613,12,6,6.72,0,1,1,0.03,0.07,10,0,0.0,27,11,64.71,85,281,366,94.57,8,61.54,5,0,0,0,13,1,0,0,1,24,12,0,0,1,20260326,2,9,0,0,1,0,0.0,36,9,7,2,0,0,,4,50.0,0,0,0,21,4,2,0,0,4,0,0,0,0,0.0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1,0,1,0,0,0.0,0,4,1,25.0,2,13,0,0,12,57.14,17,95,292,387,80.6,1,0,440,0,0,0
Micky van de Ven,998247,Tottenham Hotspur,33,england,2526,2413,28,28,6.71,4,1,5,2.5,0.33,21,0,0.0,95,57,42.86,356,878,1234,89.1,36,45.0,44,0,0,0,96,1,1,3,6,110,28,0,1,4,20260326,9,81,1,1,21,0,26.67,83,40,30,10,4,0,,57,60.64,2,0,0,151,21,5,1,1,18,0,0,0,1,0.0,0,0,0,0,180,0,0,1,1,0,0,0,0,0,0,603.25,0.0,0,13,2,6,6,9,69.23,0,32,15,46.88,5,54,13,3,93,53.45,133,449,936,1385,188.0,15,2,1693,16,7,0
Habib Diarra,1128532,Sunderland,41,england,2526,1102,14,12,6.71,2,0,2,2.28,0.5,2,1,5.56,83,3,23.08,155,110,265,81.04,8,50.0,8,0,0,0,32,0,1,2,3,13,14,0,0,11,20260326,3,49,0,1,14,0,11.11,0,11,10,1,2,0,,36,46.75,0,0,0,62,3,2,0,1,0,0,0,1,0,100.0,0,1,0,1,116,4,0,0,2,0,0,0,0,0,0,551.0,0.0,0,12,6,9,7,4,23.53,0,13,6,46.15,2,10,17,18,44,47.31,13,201,126,327,94.0,18,0,483,19,4,0
Trai Hume,989034,Sunderland,41,england,2526,2583,31,29,6.71,0,1,1,1.89,1.49,28,11,13.75,169,36,39.13,342,303,645,73.8,59,50.43,58,0,0,0,87,1,4,9,8,87,31,0,0,8,20260326,28,131,0,3,25,0,0.0,0,33,28,5,0,0,,93,56.02,0,0,3,229,22,19,0,1,10,0,0,0,1,0.0,0,0,0,0,394,8,0,0,0,0,0,0,0,0,0,0.0,0.0,0,14,14,14,5,3,20.0,0,57,41,71.93,19,60,15,80,152,53.71,92,509,365,874,208.1,28,0,1468,34,8,0
Jean-Philippe Mateta,848276,Crystal Palace,7,england,2526,1944,24,23,6.71,8,0,8,12.08,1.25,6,4,50.0,57,11,61.11,110,65,175,62.72,58,41.43,82,0,0,0,52,2,17,7,5,41,24,0,0,36,20260326,9,157,0,1,17,0,14.55,0,23,21,2,8,0,,37,33.04,3,0,1,104,5,6,2,16,5,0,0,3,0,100.0,0,3,0,1,219,12,0,0,3,0,0,0,0,0,0,243.0,0.0,0,45,10,22,26,14,46.67,0,8,4,50.0,6,12,30,8,95,37.7,18,203,76,279,161.1,55,1,595,15,2,0
Florentino Luís,855845,Burnley,6,england,2526,1665,24,20,6.71,0,2,2,0.57,0.42,46,1,11.11,134,35,63.64,331,383,714,85.61,19,47.5,21,0,0,0,85,0,2,3,1,48,24,0,0,12,20260326,29,104,1,3,31,0,0.0,0,37,36,1,0,0,,89,51.74,0,0,0,120,30,9,0,1,10,0,0,0,1,0.0,0,0,0,0,170,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0,2,7,5,1,7,38.89,0,75,40,53.33,9,67,18,9,108,50.94,55,414,420,834,161.1,9,0,1147,7,4,0
James Milner,791,Brighton & Hove Albion,30,england,2526,743,19,6,6.71,1,1,2,1.02,0.62,15,6,42.86,95,18,40.0,204,178,382,86.43,6,37.5,10,0,0,0,38,1,0,2,2,18,18,0,0,3,20260326,7,32,1,0,11,0,12.5,0,14,11,3,1,0,,18,45.0,0,0,0,60,6,8,0,1,1,0,0,1,0,100.0,0,1,0,0,80,2,0,0,1,0,0,0,0,0,0,743.0,0.0,0,5,3,4,2,1,50.0,0,14,9,64.29,8,33,2,14,24,42.86,45,253,189,442,120.8,8,0,543,3,2,0
Kieran Trippier,69256,Newcastle United,39,england,2526,1461,18,17,6.71,0,1,1,0.08,1.91,35,31,33.33,258,46,42.59,446,367,813,82.12,22,48.89,23,0,0,0,66,1,0,0,4,46,18,0,0,6,20260326,26,82,0,1,21,0,0.0,0,25,22,3,0,0,,44,42.72,0,0,1,177,10,27,0,1,1,0,0,0,0,0.0,0,0,0,0,274,1,0,0,0,0,0,0,0,0,0,0.0,0.0,2,0,2,2,0,4,40.0,0,23,12,52.17,27,90,10,93,66,44.59,108,588,402,990,120.7,2,0,1385,18,3,0
Ilia Gruev,911679,Leeds United,34,england,2526,1306,21,15,6.71,0,3,3,0.44,0.87,21,4,26.67,75,19,67.86,190,313,503,89.82,12,37.5,20,0,0,0,49,2,1,1,2,16,20,0,0,5,20260326,18,60,0,0,16,0,0.0,0,23,22,1,0,0,,38,48.72,0,0,0,57,15,11,0,0,6,0,0,0,0,0.0,0,0,0,0,90,4,0,0,0,0,0,0,0,0,0,0.0,0.0,0,3,3,4,1,6,85.71,0,24,12,50.0,11,28,7,15,50,45.45,28,227,333,560,134.1,6,0,718,9,3,0
Wataru Endo,143040,Liverpool,44,england,2526,206,8,1,6.7,0,1,1,0.04,0.05,1,0,0.0,18,5,83.33,38,42,80,85.11,8,66.67,4,0,0,0,3,0,0,1,0,13,7,0,0,1,20260326,2,10,0,0,2,0,0.0,0,5,4,1,0,0,,10,62.5,0,0,0,14,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,1,0,0,0,0.0,0,7,3,42.86,1,1,1,3,18,64.29,6,46,48,94,46.9,1,0,140,3,1,0
Mateo Kovačić,136710,Manchester City,17,england,2526,12,1,0,6.7,0,0,0,,0.0,0,0,0.0,2,0,0.0,9,13,22,100.0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,20260326,0,1,0,0,0,0,0.0,0,0,0,0,0,0,,1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,100.0,0,0,0,0.0,0,0,1,0,1,50.0,0,9,13,22,6.7,0,0,24,0,0,0
Antoni Milambo,1126692,Brentford,50,england,2526,45,1,1,6.7,0,0,0,,0.01,0,0,0.0,3,0,0.0,5,3,8,72.73,2,66.67,1,0,0,0,2,0,0,0,0,0,1,0,0,0,20260326,0,1,0,0,0,0,0.0,0,3,3,0,0,0,,3,100.0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,3,1,33.33,0,0,0,0,5,83.33,0,7,4,11,6.7,0,0,19,0,0,0
Solly March,301288,Brighton & Hove Albion,30,england,2526,11,1,0,6.7,0,0,0,,,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20260326,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,1,100.0,0,0,0,0,6.7,0,0,2,1,0,0
Jocelin Ta Bi,2138729,Sunderland,41,england,2526,39,1,1,6.7,0,0,0,,0.04,0,1,20.0,1,0,0.0,2,0,2,100.0,0,0.0,2,0,0,0,2,0,0,0,0,0,1,0,0,1,20260326,0,4,0,0,0,0,0.0,0,0,0,0,0,0,,4,66.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,2,66.67,0,1,0,0.0,0,0,3,5,4,50.0,0,2,0,2,6.7,0,0,18,1,0,0
Jun'ai Byfield,1913038,Tottenham Hotspur,33,england,2526,10,1,0,6.7,0,0,0,,0.0,0,0,0.0,2,0,0.0,4,0,4,80.0,1,100.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20260326,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,1,100.0,0,5,0,5,6.7,0,0,7,0,0,0
Pedro Lima,1597270,Wolverhampton,3,england,2526,10,3,0,6.7,0,0,0,,0.0,0,0,0.0,2,0,0.0,2,1,3,75.0,0,0.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,20260326,0,1,0,0,0,0,0.0,0,1,1,0,0,0,,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1,0,0.0,0,3,1,4,6.7,0,0,6,0,0,0
Séamus Coleman,76632,Everton,48,england,2526,12,3,1,6.7,0,0,0,,0.0,0,0,0.0,0,0,0.0,2,2,4,100.0,1,100.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,20260326,1,1,0,0,0,0,0.0,0,0,0,0,0,0,,1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1,2,66.67,0,2,2,4,6.7,0,0,7,1,0,0
Diego Coppola,1050692,Brighton & Hove Albion,30,england,2526,201,5,2,6.7,0,0,0,,0.02,3,0,0.0,10,2,25.0,37,64,101,88.6,10,55.56,8,0,0,0,6,0,0,0,1,13,4,0,0,0,20260326,2,14,0,0,4,0,0.0,0,3,2,1,0,0,,3,33.33,0,0,0,13,1,0,0,0,2,0,0,0,0,0.0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,100.0,0,2,2,100.0,0,7,1,0,13,48.15,8,42,72,114,26.8,0,0,142,0,2,0
Sebastiaan Bornauw,826167,Leeds United,34,england,2526,315,9,4,6.7,0,0,0,,0.01,3,1,100.0,6,6,40.0,24,64,88,81.48,9,47.37,10,0,0,0,7,0,0,0,0,23,5,0,0,1,20260326,2,18,0,0,5,0,0.0,0,4,4,0,0,0,,7,46.67,0,0,0,20,4,0,0,0,5,0,0,0,0,0.0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,100.0,0,6,2,33.33,0,6,1,1,16,47.06,15,36,72,108,33.5,0,0,170,0,1,0
Aaron Ramsdale,839410,Newcastle United,39,england,2526,823,10,9,6.7,0,0,0,,0.01,8,0,0.0,10,44,29.14,33,181,214,66.05,4,80.0,1,0,0,0,70,0,0,0,1,9,10,0,0,0,20260326,0,1,0,1,0,0,0.0,67,13,12,1,0,0,-1.69,1,100.0,0,10,0,110,0,1,0,0,0,0,0,0,0,0.0,2,0,0,0,112,0,5,0,0,6,13,8,21,0,10,0.0,0.0,0,0,0,0,0,0,0.0,6,0,0,0.0,1,20,0,0,5,83.33,151,132,192,324,67.0,0,0,411,1,1,0
Adrien Truffert,999028,Bournemouth,60,england,2526,2750,31,31,6.7,0,3,3,0.44,2.43,27,26,21.14,292,32,31.68,561,492,1053,82.85,39,44.83,48,0,0,0,159,4,0,5,9,123,31,0,0,22,20260326,25,160,1,1,32,0,0.0,0,45,38,7,0,0,,132,54.1,0,0,0,218,40,24,0,0,9,0,0,0,0,0.0,0,0,0,0,426,5,0,0,0,0,0,0,0,0,0,0.0,0.0,0,5,7,5,2,26,44.07,0,83,44,53.01,24,64,59,123,171,51.66,101,703,568,1271,207.6,12,1,2130,23,3,0
Hugo Bueno,1013928,Wolverhampton,3,england,2526,1957,28,21,6.7,1,1,2,0.5,2.89,15,48,34.04,144,22,35.48,257,307,564,80.92,16,47.06,18,0,0,0,100,4,0,1,3,53,28,0,0,27,20260326,26,123,0,2,14,0,10.0,0,33,27,6,0,1,,102,49.28,0,0,0,133,33,31,1,2,4,0,0,0,0,0.0,0,0,0,0,350,5,0,0,0,0,0,0,0,0,0,1957.0,0.0,0,5,5,4,5,26,40.0,0,56,33,58.93,31,42,65,141,118,48.96,62,328,369,697,187.5,10,1,1396,20,1,0
Savinho,1046795,Manchester City,17,england,2526,582,17,5,6.69,0,1,1,1.53,1.21,3,6,21.43,105,5,45.45,173,46,219,83.59,0,0.0,4,0,0,0,31,0,6,2,1,4,17,0,0,6,20260326,2,40,0,0,8,0,0.0,0,5,4,1,0,0,,24,40.0,0,0,0,43,5,6,0,4,0,0,0,0,0,0.0,0,0,0,1,111,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0,14,0,3,9,8,28.57,0,6,3,50.0,6,9,28,28,24,37.5,11,211,51,262,113.8,14,0,413,10,2,0
